cleaned_first_batch
Business Name,Average Rating,Review Grade,Title,Review,Rating,Time,Review Count,Country,Status,Month,Month Numbers,Years
Mabuhay Travel,4.9,Excellent,"Excellent service,,","Excellent service,,, very friendly and with a good team.",5,22-Feb-19,3,GB,Verified,Feb,2,2019
Mabuhay Travel,4.9,Excellent,"Excellent service,very…","Excellent service,very accommodating,highly recommended",5,10-Jan-19,2,GB,Verified,Jan,1,2019
Mabuhay Travel,4.9,Excellent,Excellent service,Excellent service.  Friendly and accommodating.,5,16-Nov-18,3,GB,Verified,Nov,11,2018
Flowerstore.ph,4.0,Great,Excellent,Excellent service.  Instruction were followed accordingly.,5,26-Feb-20,2,PH,Invited,Feb,2,2020
Moneymax,4.8,Excellent,Excellent service,Excellent service. Advisor Jogie Martinez is knowlegeable about the product.,5,29-Nov-21,1,PH,Invited,Nov,11,2021
Mabuhay Travel,4.9,Excellent,Excellent service,Excellent service. Anne Kepler is very good at her job. She’s very accommodating and patient with me while am booking my flight. Thank you Anne.,5,A day ago,1,GB,Verified,Feb,2,ago
THEKULT.COM,3.8,Great,Satisfied Customer,Excellent service. Authentic products. Fast delivery.,5,14-Jul-20,1,PH,Verified,Jul,7,2020
Mabuhay Travel,4.9,Excellent,Excellent service,"Excellent service. Communicated clearly and accommodated with the dates that was asked. Easy to speak with, very friendly and provided excellent service with care in accordance to the needs of the costumer. And i would like to say a big thanks to Joanna for helping me to book my flight ticket. Keep up the good and excellent service.Kind regards,Dexter Mercado",5,26-Jan-20,2,GB,NULL,Jan,1,2020
Mabuhay Travel,4.9,Excellent,Excellent service,Excellent service. E- tickets were issued straight away.,5,3 days ago,3,GB,Verified,Feb,2,ago
TawagPinas.com,4.5,Excellent,Excellent service,Excellent service. Excellent price. I would highly recommend for all needs.,5,18-Nov-20,1,US,Verified,Nov,11,2020
Flowerstore.ph,4.0,Great,Excellent service,Excellent service. Highly commendable.,5,4-Sep-18,1,PH,Verified,Sep,9,2018
Flowerstore.ph,4.0,Great,Excellent service,Excellent service. I would highly recommend this flower shop and would definitely buy again.,5,18-Oct-18,1,US,Verified,Oct,10,2018
Mabuhay Travel,4.9,Excellent,Excellent service,"Excellent service. Imelda (staff) was very helpful,  very nice  to talk to and friendly.",5,24-Sep-18,1,GB,Verified,Sep,9,2018
Mabuhay Travel,4.9,Excellent,Excellent service,Excellent service. Thank you Mellisa for your professionalism in providing our travel arrangement......Mabuhay Travel!!!,5,7-Jan-20,1,GB,NULL,Jan,1,2020
Mabuhay Travel,4.9,Excellent,Excellent service,Excellent service. Thank you ate Remy for your assistance.,5,14-Sep-21,1,GB,Verified,Sep,9,2021
Mabuhay Travel,4.9,Excellent,Excellent service,Excellent service. Thank you to Joanna and Rhea.,5,30-May-21,1,GB,Verified,May,5,2021
Mabuhay Travel,4.9,Excellent,Excellent service,"Excellent service. Thanks to Isabel Williams. Very reliable, helpful and patiet. She always give her best customer service to her client.👍🏼",5,13-Jan-22,2,GB,Verified,Jan,1,2022
Mabuhay Travel,4.9,Excellent,True Filipino service,Excellent service. Very pleased to do business with them. Hats off to Anne and company!,5,"Updated Feb 27, 2017",1,GB,Updated,Feb,2,2017
Moneymax,4.8,Excellent,Excellent service,Excellent service. Very responsive to questions specially Rizz! Thanks,5,27-Jul-21,1,PH,Invited,Jul,7,2021
Mabuhay Travel,4.9,Excellent,Excellent service..,Excellent service... super friendly and accommodating staff!,5,9-Nov-18,1,PH,Verified,Nov,11,2018
Mabuhay Travel,4.9,Excellent,Excellent service....Very…,Excellent service....Very professional....,5,7-Dec-19,3,GB,Verified,Dec,12,2019
Mabuhay Travel,4.9,Excellent,Excellent service.,Excellent service.Fast and reliable.,5,24-Jan-19,1,GB,Verified,Jan,1,2019
Mabuhay Travel,4.9,Excellent,Excellent service.Sarah is reliable …,Excellent service.Sarah is reliable helpful and friendly to me. I will recommend her to friends and to future flights,5,28-Sep-17,2,GB,NULL,Sep,9,2017
Mabuhay Travel,4.9,Excellent,Excellent service.,Excellent service.Thanks Sarah scott,5,7-May-18,3,GB,NULL,May,5,2018
Flowerstore.ph,4.0,Great,Excellent service,Excellent service; beautiful flower arrangements ♥️,5,17-Aug-20,1,PH,NULL,Aug,8,2020
Mabuhay Travel,4.9,Excellent,Excellent service,Excellent service; will definitely use the service again  in the future.,5,9-Jan-20,1,GB,Verified,Jan,1,2020
TawagPinas.com,4.5,Excellent,Service,Excellent services,5,17-Nov-21,1,IN,Verified,Nov,11,2021
PNXBET,4.8,Excellent,Excellent services,Excellent services. Easy cash in and cash out. (guna187),5,19-Mar-20,1,PH,NULL,Mar,3,2020
TawagPinas.com,4.5,Excellent,Excellent simple service,Excellent simple service.  Completely reliable and your friend's phone is charged immediately.   Only change I would suggest is adding a 150 peso option,5,15-May-18,2,IL,Verified,May,5,2018
TawagPinas.com,4.5,Excellent,Excellent site i can recharge all my…,Excellent site i can recharge all my family phone account around the world,5,21-Jan-21,3,FR,Verified,Jan,1,2021
PNXBET,4.8,Excellent,Excellent site,"Excellent site, very accomodating personel and highly recommended!",5,2-Aug-21,1,PH,NULL,Aug,8,2021
Singlife Philippines,4.6,Excellent,Excellent,Excellent snd thank you,5,"Feb. 3, 2022",1,PH,Verified,Feb,2,2022
PNXBET,4.8,Excellent,Excellent sportsbook,"Excellent sportsbook, up to date and agents and staff were very friendly and willing to help always.",5,19-Mar-20,1,PH,NULL,Mar,3,2020
Mabuhay Travel,4.9,Excellent,Excellent staff of Mabuhay Travel,"Excellent staff of Mabuhay Travel, but special mention to Ms Chloe King, my favourite,Always accommodating and friendly, thank you so much,,,",5,20-Mar-20,4,CA,NULL,Mar,3,2020
Mabuhay Travel,4.9,Excellent,Excellent staff,"Excellent staff, very helpful and friendly, will recommend this company.  Sarah Has a good communication skills and she made sure the transaction went smoothly and quickly.",5,19-Jul-18,1,GB,Verified,Jul,7,2018
Mabuhay Travel,4.9,Excellent,Excellent staff,"Excellent staff, very well coordinated specialle Isabel",5,26-Oct-20,1,GB,Verified,Oct,10,2020
Mabuhay Travel,4.9,Excellent,Excellent staffs,"Excellent staffs, polite, helpful, and easy to talk with. I am really happy with the services they provide and  I will be recommending this company to all my friends and family.",5,2-Dec-18,1,GB,Verified,Dec,12,2018
Mabuhay Travel,4.9,Excellent,Excellent support and resources shown…,Excellent support and resources shown very competent and handled herself superbly.been a pleasure talking to Melissa she was excellent in all aspects in getting us a ticket to manila,5,25-Sep-18,3,GB,Verified,Sep,9,2018
Mabuhay Travel,4.9,Excellent,Excellent support from Ate Melissa,"Excellent support from Ate Melissa. She answered all our queries with full confidence and wisdom, also added information about latest guidelines on airlines. We are really grateful to have sought help from Mabuhay Travel with the assistance of Ate Melissa, our hard earned money is safe. Till our next transaction 😍 Mabuhay! Mabuhay Travel.",5,"Updated Jan 30, 2021",1,GB,Updated,Jan,1,2021
Learn to Trade Philippines,4.6,Excellent,Excellent teaching and explanations of…,Excellent teaching and explanations of teachers. They have a lot of patience and they have concern for their students. The customer service is fast and active. I recommend this to everyone who would like to learn trading.,5,1-Feb-22,1,PH,NULL,Feb,2,2022
Mabuhay Travel,4.9,Excellent,Mabuhay!!,Excellent transaction.⭐️⭐️⭐️⭐️⭐️.Joanna is very helpfull.Highly recommended.Mabuhay!!!!,5,9-Jun-19,2,GB,Verified,Jun,6,2019
Mabuhay Travel,4.9,Excellent,Excellent travel agency with polite and …,"Excellent travel agency with polite and helpful staff especially Malissa who took time to make sure we got the best deal and flights possible.  Very satisfied with the whole experience and the personal touch nothing seemed to be a bother to Melissa and she made sure we got the deal we wanted with no fuss Salamat po Melissa will definitely be coming back to Mabuhay travel again Sam, Melody ,Joshua and Jacob a very happy family",5,13-Jan-18,1,GB,NULL,Jan,1,2018
Mabuhay Travel,4.9,Excellent,Excellent travel agency,Excellent travel agency. All the staffs are very friendly and they will helped what to book your flight. Thanks for your excellent services.,5,23-Sep-20,2,GB,Verified,Sep,9,2020
Sendflowerstophilippines,4.2,Great,Excellent very happy,Excellent very happy . Fresh beautiful  flowers  . Customer services quick to respond . Delivered as promised . Recommend and would use again.,5,3-Dec-21,1,GB,Invited,Dec,12,2021
Mabuhay Travel,4.9,Excellent,Excellent,Excellent very polite to speak to the costomer,5,9-Mar-19,1,GB,Verified,Mar,3,2019
Mabuhay Travel,4.9,Excellent,Excellent warm,"Excellent warm, helpful and friendly service all through out especially Imelda,Isabel and Chloe! Shout out to them! I will use  them again and again! A very satisfied customer here!",5,19-Jan-22,2,GB,Verified,Jan,1,2022
Mabuhay Travel,4.9,Excellent,Great Great Deals!,"Excellent website offering cheap/ satisfactory international flights outside UK. Legit, and reliable. Spoke with Joanna- I booked my own flight, however, she was very proactive in keeping me updated and giving other good deals. Thoughtful and very hospitable indeed. Would highly recommend this travel agency to my friends, and would definitely consume their services again in the future. Thumbs Up!",5,18-Dec-19,1,GB,Verified,Dec,12,2019
PNXBET,4.8,Excellent,Excellent website,Excellent website. You can play anywere and anytime with a lot of choice,5,19-Mar-20,1,PH,NULL,Mar,3,2020
Flowerstore.ph,4.0,Great,Excellent when it comes to delivery and…,Excellent when it comes to delivery and the item (bouquet of chocolates) was superb.,5,1-Dec-19,1,PH,Verified,Dec,12,2019
Mabuhay Travel,4.9,Excellent,Excellent will always use mabuhay,Excellent will always use mabuhay even if ticket was booked thru my friend,5,"Updated May 19, 2018",2,GB,Updated,May,5,2018
Mabuhay Travel,4.9,Excellent,Excellent work...,"Excellent work for Ms. Sarah was truly an asset of the company, keep up the good job and you may be able to ripe all your hardships. Thank you again and more power to you.",5,21-May-19,1,GB,NULL,May,5,2019
PNXBET,4.8,Excellent,Excellent 👍👌,Excellent 👍👌 eco2302,5,"Updated Mar 19, 2020",1,PH,Updated,Mar,3,2020
Mabuhay Travel,4.9,Excellent,Excellent,Excellent! Ms Joanna Stevens is a great Staff of Mabuhay Travel. Very helpful and untiring staff to answer all our questions.Well done Ms. Joanna!,5,12-Oct-21,1,GB,Verified,Oct,10,2021
Flowerstore.ph,4.0,Great,Excellent,Excellent! Speed delivery ... very legit... seller very accommodating. the price is right. i will surely recommend this store. 👍👍👍,5,3-Feb-20,1,PH,NULL,Feb,2,2020
Mabuhay Travel,4.9,Excellent,Excellent,Excellent! Very helpful and accomodating!,5,8-Nov-21,1,GB,Verified,Nov,11,2021
Flowerstore.ph,4.0,Great,Excellent,Excellent! Will surely recommend it to others!,5,10-Jan-20,1,PH,NULL,Jan,1,2020
PawnHero & Marketplace,4.2,Great,Excellent,Excellent! the next day delivery promise is true! will definitely order again soon. Thanks!,5,8-Jun-17,1,US,Verified,Jun,6,2017
Mabuhay Travel,4.9,Excellent,Excellent,Excellent! very helpful and cheap price.thank you chloe for booking our tickets you are very helpful. god bless and more booking mabuhay travel. I 100% recommend mabuhay travel to my friends 😊😉,5,6-Sep-17,1,GB,NULL,Sep,9,2017
Singlife Philippines,4.6,Excellent,Excellent!,Excellent! 😊😊😊,5,"Nov. 22, 2021",1,KH,Invited,Nov,11,2021
PNXBET,4.8,Excellent,Excellent!,Excellent!Username: jeb2272@g mail.com,5,19-Mar-20,1,PH,NULL,Mar,3,2020
Flowerstore.ph,4.0,Great,Excellent,"Excellent, dependable and accomodating service! I asked them to deliver in a memorial garden because i was in the province. The coordination from their contact center, to the driver is absolute! They were able to find the lot area of the person because i have no idea where it was. Also they are courteous enough to give me a call an hour before the expected delivery time to say that it might be late due to a rider issue. These little things count big time! Thank you Flowerstore.ph!",5,4-Dec-18,1,PH,Verified,Dec,12,2018
Singlife Philippines,4.6,Excellent,Excellent,"Excellent, recommended insurance to those who don't earn much money.",5,"Nov. 11, 2021",1,PH,Invited,Nov,11,2021
PNXBET,4.8,Excellent,Excellent,"Excellent, service and product!",5,20-Mar-20,1,PH,NULL,Mar,3,2020
Mabuhay Travel,4.9,Excellent,Excellent,"Excellent, so helpful, every step of the way. Philippines here I come, the first of many trips I think",5,13-May-21,2,GB,Verified,May,5,2021
Mabuhay Travel,4.9,Excellent,Excellent,"Excellent, thanks Joanna. I will recommend this company to my friends. Thank you",5,6-Oct-18,1,GB,Verified,Oct,10,2018
Mabuhay Travel,4.9,Excellent,Excellent,"Excellent, thanks to Chloe King for helping me and other customers.",5,26-Mar-17,3,GB,NULL,Mar,3,2017
PNXBET,4.8,Excellent,"Excellent,I like pnxbet!","Excellent,I like pnxbet!Cuz you can play it using cp..194305356..",5,"Updated Mar 25, 2020",1,PH,Updated,Mar,3,2020
Mabuhay Travel,4.9,Excellent,Excellent,Excellent. Agents in mabuhay are very nice. Worked with Sarah and she always gave me a call for an update regarding my flight specially in this covid situation.,5,4-Apr-20,1,GB,Verified,Apr,4,2020
PNXBET,4.8,Excellent,Amazing,Excellent. Good jobUser: ERALDCELAJES,5,"Updated Mar 19, 2020",1,PH,Updated,Mar,3,2020
PNXBET,4.8,Excellent,Excellent,Excellent. Great way to win cash.,5,19-Mar-20,1,PH,NULL,Mar,3,2020
Flowerstore.ph,4.0,Great,Excellent,Excellent. Highly recommended online flower store for all occasions.,5,1-Feb-19,1,PH,Verified,Feb,2,2019
PNXBET,4.8,Excellent,Excellent,Excellent. Username: rcevega01,5,19-Mar-20,1,PH,NULL,Mar,3,2020
Singlife Philippines,4.6,Excellent,Excellent,Excellent....,5,"Nov. 23, 2021",1,PH,Invited,Nov,11,2021
THEKULT.COM,3.8,Great,Excellent,Excellent..the product is good.,5,10-Mar-20,1,PH,Invited,Mar,3,2020
Singlife Philippines,4.6,Excellent,Excellent,ExcellentEvery good,5,"Nov. 22, 2021",1,PH,Invited,Nov,11,2021
Mabuhay Travel,4.9,Excellent,Excellent😍I had a very nice and…,Excellent😍I had a very nice and helpfull agent which is very patient for me to find a good deal flight ticket for me and for my daughter Mabuhay👍!!!,5,27-Jan-19,1,GB,Verified,Jan,1,2019
Sendflowerstophilippines,4.2,Great,Exceptional Service,"Exceptional Service, in fact, the flowers, etc arrived a day early.",5,1-Jan-22,1,GB,Invited,Jan,1,2022
Flowerstore.ph,4.0,Great,Exceptional items and delivery,Exceptional items and delivery. On time and on point,5,26-Oct-18,1,PH,Verified,Oct,10,2018
